time,t1,time_t1,t2,time_t2,t3,time_t3,average_temperature,heater_on,fan_on,execution_interval,elapsed
1731602480081175928,37.75,1731602480080807688,38.5,1731602480000827793,20.5,1731602480040806055,38.125,False,True,3.0,1.3098728656768799
1731602483041426352,37.75,1731602483040900260,38.437,1731602482920928309,20.5,1731602483000913232,38.0935,True,True,3.0,1.2683837413787842
1731602486041073328,37.75,1731602485961587573,38.5,1731602486001368422,20.5,1731602486040656125,38.125,False,True,3.0,1.2669358253479004
1731602489041377198,37.75,1731602488920996040,38.5,1731602489000697491,20.5,1731602489040944421,38.125,False,True,3.0,1.2654681205749512
1731602492121050060,37.75,1731602492080668160,38.5,1731602492120694098,20.5,1731602492041081537,38.125,False,True,3.0,1.3434672355651855
1731602495040516321,37.75,1731602494920339141,38.5,1731602495040272340,20.5,1731602495000204489,38.125,False,True,3.0,1.2615249156951904
1731602498051297330,37.75,1731602497960916703,38.5,1731602498010860639,20.5,1731602498050845035,38.125,False,True,3.0,1.2705872058868408
1731602501041237842,37.687,1731602500920924845,38.437,1731602501000919496,20.5,1731602501040794491,38.062,True,True,3.0,1.258690595626831
1731602504041145075,37.75,1731602504000829241,38.437,1731602503961758167,20.5,1731602504040810279,38.0935,False,True,3.0,1.258232593536377
1731602507041134408,37.75,1731602506920914001,38.5,1731602507040743242,20.5,1731602507001027086,38.125,False,True,3.0,1.2564220428466797
1731602510041294913,37.75,1731602510000819270,38.437,1731602509961052980,20.5,1731602510040890728,38.0935,False,True,3.0,1.2547907829284668
1731602513041266847,37.75,1731602512920914586,38.5,1731602513001593530,20.5,1731602513040804736,38.125,False,True,3.0,1.2529587745666504
1731602516041069594,37.75,1731602516001290271,38.5,1731602516040631298,20.5,1731602515961026469,38.125,False,True,3.0,1.2523305416107178
1731602519171005901,37.687,1731602519120948424,38.437,1731602519080968761,20.5,1731602519170675290,38.062,True,True,3.0,1.3803613185882568
1731602522041182077,37.687,1731602521961631352,38.437,1731602522040794614,20.562,1731602522001698168,38.062,False,True,3.0,1.2488481998443604
1731602525051471050,37.687,1731602524920934507,38.437,1731602525050871346,20.5,1731602525000791039,38.062,False,True,3.0,1.2573399543762207
1731602528081162447,37.687,1731602527960906645,38.437,1731602528080731114,20.5,1731602528041028821,38.062,False,True,3.0,1.2852227687835693
1731602531042465970,37.687,1731602530921078169,38.437,1731602531042053210,20.5,1731602531000929226,38.062,False,True,3.0,1.244769811630249
1731602534041238211,37.75,1731602533960988751,38.437,1731602534000822369,20.5,1731602534040886840,38.0935,False,True,3.0,1.241715431213379
1731602537081297374,37.687,1731602537040821062,38.437,1731602537001201492,20.562,1731602537080871744,38.062,True,True,3.0,1.27996826171875
1731602540081363339,37.687,1731602539960949537,38.437,1731602540080807746,20.562,1731602540040914262,38.062,False,True,3.0,1.2782633304595947
1731602543081263131,37.625,1731602543040838159,38.437,1731602543080848723,20.5,1731602543001720040,38.031,False,True,3.0,1.277066946029663
1731602546041209028,37.687,1731602546000921198,38.437,1731602545960933797,20.562,1731602546040801009,38.062,False,True,3.0,1.2352304458618164
1731602549131163126,37.687,1731602549090791271,38.437,1731602549130741329,20.562,1731602549010861100,38.062,False,True,3.0,1.3242135047912598
1731602552122029207,37.625,1731602552041133208,38.5,1731602552121659410,20.562,1731602552080900420,38.0625,False,True,3.0,1.313359022140503
1731602555081426733,37.687,1731602555000681944,38.437,1731602555080940176,20.562,1731602555040710828,38.062,False,True,3.0,1.2726545333862305
1731602558081204340,37.687,1731602557960980189,38.437,1731602558080844783,20.562,1731602558041040912,38.062,True,True,3.0,1.2717437744140625
1731602561081361406,37.687,1731602561000935039,38.437,1731602561080817275,20.562,1731602561040945639,38.062,False,True,3.0,1.2708549499511719
1731602564081576670,37.687,1731602563960999631,38.437,1731602564081220410,20.562,1731602564040700544,38.062,False,True,3.0,1.2692742347717285
1731602567081285034,37.687,1731602567080791052,38.437,1731602567040906755,20.562,1731602567000968811,38.062,False,True,3.0,1.2672107219696045
1731602570081212684,37.687,1731602569961560576,38.5,1731602570080803498,20.5,1731602570040942881,38.0935,False,True,3.0,1.2666761875152588
1731602573082480934,37.687,1731602573000928629,38.437,1731602573041443605,20.5,1731602573082069341,38.062,False,True,3.0,1.2676897048950195
